qid,question,options,q_image,answer_q,subject,contain_img,img_file,user_id
eng142,"According to the Hersey-Blanchard Situational Leadership Model, a leader should try to
____________ when group members are able as well as willing and confident.","[tell,sell,participate,delegate, tell and sell]",,delegate,english,0,,admin
eng143,"The participating stage in Hersey-Blanchard's Situational Leadership Model is
similar to Tuckman's _________ stage of group development.","[forming,storming,norming, performing,adjourning]",,performing,english,0,,admin
eng144,All of the following characteristics distinguish transformational leadership EXCEPT,"[experience.,empowering.,innovative.,visionary.,charismatic.]",,experience.,english,0,,admin
eng145,"The 5M Model of Leadership Effectiveness focuses on all of the following interdependent leadership
functions EXCEPT","[making decisions.,mediating conflict.,managing group process.,mentoring members.,modeling leadership behavior.]",,mediating conflict.,english,0,,admin
eng146,"Modeling leadership behavior in the 5M Model of Leadership Effectivness includes all of the
following strategies EXCEPT","[publicly championing your group and its goals.,behaving consistently and assertively.,maintaining control at all times.,praising group members to others outside the group.,demonstrating competence and trustworthiness.]",,maintaining control at all times.,english,0,,admin
eng147,"According to the 5M Model of Leadership Effectiveness, all of the following items are characteristic
of effective decision making by group leaders EXCEPT","[the ability to make timely decisions.,the ability to provide a rationale for decisions.,the ability to identify and make popular decisions., the willingness to solicit feedback.,the ability to clearly communicate the reasons for a decision to the group.]",,the ability to identify and make popular decisions.,english,0,,admin
eng148,"As the group's leader, Grace makes sure that everyone in her group is committed to the group's
common goal. She also helps solve interpersonal problems and conflicts, recognizing outstanding group
work. Which of the following leadership functions in the 5M Model of Leadership Effectiveness does
Grace's behavior exemplify?","[Modeling leadership behavior,Motivating members,Managing group process, Making decisions,Mentoring members]",,Motivating members,english,0,,admin
eng149,"Raphael has been assigned the leadership task of managing an office in which most of the employees
are young or new to the company. He decides that when problems or setbacks occur, he will not blame the
group or its members. Instead, he will use the situation as a teachable moment and make sure that members
accept personal responsibility for a problem and its consequences. He will also look for situations in which
group members can assume leadership responsibilities. Which of the following leadership functions in the
5M Model of Leadership Effectiveness does Raphael's behavior exemplify?","[Modeling leadership behavior,Motivating members,Managing group process,Making decisions,Mentoring members]",,Mentoring members,english,0,,admin
eng150,Research verifies all of the following conclusions about women and leadership EXCEPT,"[women are less likely to be preselected as leaders., the same leadership behavior is often evaluated more positively when attributed to a male than a female.,women who act ""ladylike"" are viewed as much more effective than women who behave like strong male leaders., women leaders who behave like male leaders are often perceived as unfeminine.,there is only a slight different in the ways in which men and women lead groups.]",,"women who act ""ladylike"" are viewed as much more effective than women who behave like strong male leaders.",english,0,,admin
eng151,"Jim Collins, author of Good to Great, claims that unless you are willing to keep your ego in check for
the sake of the group, you won't be an effective leader. In other words, you must seek a balance between","[task and maintenance functions.,professional will and personal humility.,mentoring members and making decisions.,autocratic and democratic leadership.,managing and leading.]",,professional will and personal humility.,english,0,,admin
eng152,Members from uncertainty avoidance cultures prefer,"[more structure and instructions from a leader., less structure and fewer instructions from a leader.,more nurturing from a leader., less nurturing from a leader.,a closer relationship with a leader.]",,more structure and instructions from a leader.,english,0,,admin
eng153,"A leader who prefers a democratic approach to decision making and leadership may frustrate
members who come from a(n) ____________ culture.","[uncertainty avoidance,high-context,low-context,low power distance,high power distance]",,high power distance,english,0,,admin
eng154,"In order to achieve an optimal group experience, which of the following dialectic tensions should a
group negotiate to achieve a both/and resolution?","[individual goals ↔ group goals,task dimensions ↔ social dimensions,engagement ↔ disengagement,leadership ↔ followership,all of the above]",,all of the above,english,0,,admin
eng155,"Which of the following group dialectics is MOST applicable in Chapter 6, ""Group Motivation""?","[conflict ↔ cohesion,conformity ↔ nonconformity,homogeneous ↔ heterogeneous,structure ↔ spontaneity,engaged ↔ disengaged]",,engaged ↔ disengaged,english,0,,admin
eng156,"For the purpose of discussing group motivation, Maslow's 5 needs can be divided into 2 categories:
satisfiers and motivators. Which one of the following needs would be classified as a satisfier rather than a
motivator?","[safety needs,belongingness needs,esteem needs,self-actualization needs,all of the above]",,safety needs,english,0,,admin
eng157,Which 2 of Maslow's needs would be classified as satisfiers rather than motivators?,"[physiological and safety needs,safety and belongingness needs,belongingness and esteem needs,esteem needs and self-actualization needs,self-actualization and control needs]",,physiological and safety needs,english,0,,admin
eng158,"Which of Maslow's needs can a group meet if it deliberately limits its membership to carefully
selected, notable individuals?","[physiological needs,safety needs,esteem needs,belongingness needs,self-actualization needs]",,esteem needs,english,0,,admin
eng159,"Which of the following strategies is most likely to motivate group members with strong inclusion
needs?","[Spend time with them in social settings.,Tell them how valuable they are to the group.,Make them chair of a subcommittee.,Give them special, individual assignments.,Let them know how much you like them as friends.]",,Tell them how valuable they are to the group.,english,0,,admin
eng160,Expectancy-Value Theory,"[explains that punishments and rewards serve different motivational purposes in groups.,explains why the probability of achieving a goal is as important as the goal itself.,explains why some women have low achievement needs and fear success.,explains why group goals should be shared and visionary.,explains why expectations and values are the same.]",,explains why the probability of achieving a goal is as important as the goal itself.,english,0,,admin
eng161,"Which theory would explain why even when a goal is highly valued (becoming a billionaire or dancing
with the stars), you may not be highly motivated to pursue that goal if the chance of reaching it is very
small?","[Goal Theory,Schutz's Theory of Interpersonal Needs,Expectancy Value Theory,Maslow's Hierarchy of Needs,Myers-Briggs Personality Theory]",,Expectancy Value Theory,english,0,,admin
eng162,"In terms of the 8 basic Myers-Briggs types, which of the following strategies is most likely to motivate
an intuitive?","[Allow time for ""talking out"" ideas.,Encourage visioning creativity and brainstorming.,Keep meetings short and relevant.,Keep the time frame open.,Encourage cooperation and harmony.]",,Encourage visioning creativity and brainstorming.,english,0,,admin
eng163,"In terms of the 8 basic Myers-Briggs types, which of the following strategies is most likely to
motivate an introvert?","[Provide thinking time before and during discussions.,Request real and practical information.,Encourage debate on substantive issues.,Focus on a variety of alternatives.,Encourage closure on issues.]",,Provide thinking time before and during discussions.,english,0,,admin
eng164,"Group members' Myers-Briggs types affect their beliefs about and behavior in groups. Which of the
following beliefs would be characteristic of a perceiver?","[Groups can waste time make decisions too quickly, and create more work.,Groups need to gather and use objective facts but often get bogged down in unrealistic discussions.,Groups provide opportunities for cooperation growth and friendship.,Groups get work done when they're structured and task focused.,Groups need freedom to examine multiple options during a discussion.]",,Groups need freedom to examine multiple options during a discussion.,english,0,,admin
eng165,"In terms of Thomas's 4 categories of motivators, you can promote a sense of meaningfulness by","[seeking and taking advantage of new opportunities.,recognizing rather than minimizing the value of your skills.,recognizing and celebrating group accomplishments.,developing a group method of tracking and measuring progress.,volunteering for worthwhile group tasks that interest you.]",,volunteering for worthwhile group tasks that interest you.,english,0,,admin
eng166,"Which of the following strategies can help you motivate other members by promoting a sense of
choice in your group?","[Express enthusiasm; don't be critical or cynical.,Set high standards for yourself., Seek and take advantage of new opportunities.,Develop a group method for tracking and measuring progress.,Recognize and celebrate the accomplishments of others.]",,Seek and take advantage of new opportunities.,english,0,,admin
eng167,"Which of the following motivational strategies can help you promote a sense of progress in your
group?","[Set high standards for yourself and others.,Recognize and celebrate group accomplishments.,Become well informed about the group's work.,Let members make decisions about how the group does its work.,Encourage members to volunteer for worthy group tasks that interest them.]",,Recognize and celebrate group accomplishments.,english,0,,admin
eng168,The most visible symptom of an unmotivated group is,"[hostility., apathy., resistance.,non-cooperation.,confusion.]",,apathy.,english,0,,admin
eng169,Which of the following strategies is NOT an effective tool for motivating virtual groups?,"[Schedule a face-to-face meeting.,Let the group create its own agenda.,Ensure that everyone contributes.,Structure the meetings with flexibility.,Inject a degree of humor and fun.]",,Let the group create its own agenda.,english,0,,admin
eng170,Controlling feedback,"[tells members what to do.,tells members how they are doing.,focuses on group work and how that work contributes to group success.,substitutes ""it"" statements for ""you"" statements.,does all of the above.]",,tells members what to do.,english,0,,admin
eng171,"All of the following guidelines can help you use ""it"" statements to provide informative feedback
EXCEPT","[""It"" statements avoid using the word ""you"" when describing individual or group behavior.,""It"" statements focus on the task rather than on individual group members.,""It"" statements provide your personal opinion about a member of the group., ""It"" statements are based on objective information about the group's work.,""It"" statements answer the question ""How is it going?"" rather than ""How am I doing?""]",,"""It"" statements provide your personal opinion about a member of the group.",english,0,,admin
eng172,A reprimand can best be described as,"[a punishment.,a form of feedback that identifies deficiencies.,an action that should only be taken by the leader.,the last step before expulsion.,a personal attack on the member.]",,a form of feedback that identifies deficiencies.,english,0,,admin
eng173,"Before reprimanding a group member or a group as a whole, be sure you can answer all of the
following questions EXCEPT","[Are you certain you have all the facts concerning the situation?,Are group members aware that rules or standards have been violated?,Will the reprimand benefit the group or be counterproductive?,Were other groups or group members involved in the incident?,Will the reprimand help you achieve your personal goals?]",,Will the reprimand help you achieve your personal goals?,english,0,,admin
eng174,Which of the following statements about the value of extrinsic rewards is the most accurate?,"[They are granted by supervisors rather than group members.,They satisfy only physical and safety needs.,They motivate group members to work together.,They appeal to members' passions.,They place primary emphasis on the group's goals.]",,They are granted by supervisors rather than group members.,english,0,,admin
eng175,"A survey examining employee turnover found that the chief reason people give for leaving a job is
related to","[low salaries., lack of extrinsic rewards.,annoying colleagues.,the need for praise and recognition., lack of medical and pension benefits.]",,the need for praise and recognition.,english,0,,admin
eng176,Leaders with ________________ power are more likely to motivate their members.,"[legitimate and reward,referent and persuasive,reward,coercive and charismatic,all of the above types of]",,referent and persuasive,english,0,,admin
eng177,"The textbook suggests 4 criteria for developing a reward system for groups. Which answer reflects
those criteria?","[fair; equitable; competitive; appropriate,predictable; immediate; consistent; impersonal,universal; compassionate; standard; final, meaningful; choices of options; based on competencies; progressive, intrinsic; extrinsic; material; personal]",,fair; equitable; competitive; appropriate,english,0,,admin
eng178,"The textbook suggests 4 criteria for punishing a group member. Which answer reflects these
criteria?","[fair; equitable; competitive; appropriate,predictable; immediate; consistent; impersonal,universal; compassionate; standard; final, meaningful; choices of options; based on competencies; progressive, intrinsic; extrinsic; material; personal]",,predictable; immediate; consistent; impersonal,english,0,,admin
eng179,Which of the following statements is most accurate about using punishment as a motivational tool?,"[It does not motivate.,It increases productivity.,It increases group cohesiveness.,It increases group commitment.,It should never be used.]",,It does not motivate.,english,0,,admin
eng180,"Suppose someone tells your group ""If you finish this eighteen-month project on time, I'll send each
of you a person thank-you note. "" According to your textbook, this reward is not based on well-conceived,
objective criteria. In this case, the reward is not","[fair.,equitable.,competitive.,appropriate.,intrinsic.]",,appropriate.,english,0,,admin
eng181,"Which of the following terms is used to describe the personal feelings and emotions connected to the
meaning of a word?","[bypassing,denotation,connotation,abstract,concrete]",,connotation,english,0,,admin
eng182,"Defining a computer as ""a programmable electronic device that stores, retrieves, and processes data""
represents what type of meaning?","[bypassing,denotation,connotation,abstract,jargon]",,denotation,english,0,,admin
eng183,"If reading or hearing the word ""computer"" evokes a negative image of an increasingly complex
software nightmare that frustrates and infuriates you, what type of meaning is influencing your response to
the word?","[bypassing,denotation,connotation,concrete,jargon]",,connotation,english,0,,admin
eng184,Which of the following is an example of an abstract word?,"[meeting,table,computer,dictionary,fairness]",,fairness,english,0,,admin
eng185,"Which of the following words would be considered the most concrete (cụ thể) description of a
member's behavior?","[disrupts,rude,insensitive, burps,offends]",,burps,english,0,,admin
eng186,"_______________ is the means we use to achieve group goals, the stimulus we use to build
relationships, and the evidence we use to assess group work.","[Connotation,Bypassing,Climate,Team talk,Provisionalism]",,Team talk,english,0,,admin
eng187,Which of the following statements illustrates the Social Equality Dimension of team talk?,"[""I don't think we should quit until we're finished. "",""Hey guys let's find out where Lee stands on this before we do anything this far out."",""What do you need to know from us to do this?"",""How many of you think that Lee is right?"",""We've always done it this way.""]",,"""Hey guys let's find out where Lee stands on this before we do anything this far out.""",english,0,,admin
eng188,Which of the following statements illustrates the Conflict Management Dimension of team talk?,"[""We've finished this in record time. "",""Hey guys let's find out where Lee stands on this before we do anything this far out."",""Could we back up and look at this from a different angle?"",""How many of you think that Lee is right?"",""Does this meet our standard for good work?""]",,"""Could we back up and look at this from a different angle?""",english,0,,admin
eng189,All of the following communication strategies can help improve a group's team talk EXCEPT,"[Express your individual needs.,Use the pronouns ""we,"" ""us,"" and ""our."", Listen to dissenters.,Speak in a specific and active voice.,Ask more ""what if"" questions.]",,Express your individual needs.,english,0,,admin
eng190,"The statement ""Let's keep working on this report until we're ready for a dinner break. That way we
may not have to meet tomorrow"" is an indicator of which team talk dimension?","[identification,interdependence,power differentiation,social distance,negotiation process]",,identification,english,0,,admin
eng191,The specialized or technical language of a profession is referred to as,"[denotative.,dialects.,concrete.,abstract.,jargon.]",,jargon.,english,0,,admin
eng192,"At a regular study group meeting, one member asks that everyone be able to ""summarize the most
important information in each chapter."" At the next meeting, a group member distributes an outline of the
textbook's important concepts but wonders why no one else in the group has made the same effort. This
misunderstanding is an example of","[failure to follow the rules of language.,denotation.,failure to interpret nonverbal behavior., bypassing.,concrete words.]",,bypassing.,english,0,,admin
eng193,"In a section on avoiding abusive language, your textbook suggests that if you take action
against others, make sure you avoid all forms of verbal abuse EXCEPT","[raising your voice.,swearing.,calling members insulting names.,using sarcasm to wound others.,expressing your personal objections.]",,expressing your personal objections.,english,0,,admin
eng194,"Researchers such as Deborah Tannen claim that men and women use language differently. Men, she
maintains, are more likely to","[use communication to maintain relationships and cooperate with others.,assert their ideas and verbally compete with others.,include qualifiers and tag questions in their sentences.,provide more supporting or explanatory details before getting to the point.,speak tentatively.]",,assert their ideas and verbally compete with others.,english,0,,admin
eng195,Which of the following answers represents an accent rather than a dialect?,"[Someone from Boston says ""cah"" rather than car.,Someone from Alabama says ""Ah nevah go theyuh."",Someone from Asia says ""lice"" instead of rice.,People from different states call a carbonated beverage a soda pop tonic or soda pop.,All of the above are accents.]",,"Someone from Asia says ""lice"" instead of rice.",english,0,,admin
tf1,Effective external communication has a greater impact on an organization's success than effective internal communication,"[True,False]",,FALSE,english,0,,admin
tf2,The sender and receiver have equal responsibility for achieving the goals of business communication,"[True,False]",,FALSE,english,0,,admin
tf3,The most important goal of business communication is that the receiver understands the message as the sender intends,"[True,False]",,TRUE,english,0,,admin
tf4,Citing receiver benefits in a message not only fosters a favorable relationship between the sender and the receiver but also demonstrates use of the you-viewpoint,"[True,False]",,TRUE,english,0,,admin
tf5,"LMN Clothing sent a letter to its credit card customers to give them advance notice of an upcoming sale. Harry Pasco received the letter, read it, and gave it to his neighbor; however, Harry did not shop at LMN during the sale. Harry's action means that LMN has achieved the goal of favorable response","[True,False]",,FALSE,english,0,,admin
tf6,"To establish a favorable relationship, the message sender and receiver should relate to each other positively, personally, and professionally","[True,False]",,TRUE,english,0,,admin
tf7,"Employees help to establish and maintain organizational goodwill by communicating positively about the company's products, services, and personnel","[True,False]",,TRUE,english,0,,admin
tf8,An individual's status within an organization has no affect on the communication process.,"[True,False]",,FALSE,english,0,,admin
tf9,Serial communication may follow a horizontal path as well as a vertical path.,"[True,False]",,TRUE,english,0,,admin
tf10,"Efforts to suppress an organization's open, honest, complete grapevine communication can lead to low employee morale.","[True,False]",,TRUE,english,0,,admin
tf11,"Jackie Parcel works for Hamilton State Bank in Joplin, Missouri. When Jackie communicates with Rick Spliker, a representative of the Federal Reserve Bank in St. Louis, she is engaging in internal communication.","[True,False]",,FALSE,english,0,,admin
tf12,"The components of the communication process model are sender, receiver, you-viewpoint, and communication barriers","[True,False]",,FALSE,english,0,,admin
tf14,"As part of the communication process, the sender must encourage feedback and the receiver must provide feedback.","[True,False]",,TRUE,english,0,,admin
tf15,The two main types of communication are written and verbal,"[True,False]",,FALSE,english,0,,admin
tf16,"A sender can initiate a message with written words, spoken words, or gestures","[True,False]",,TRUE,english,0,,admin
tf17,Analyzing a receiver's knowledge will assist a writer in deciding whether to use the direct or indirect plan when organizing a message,"[True,False]",,FALSE,english,0,,admin
tf18,Using the you-viewpoint means eliminating writer-centered words from a message,"[True,False]",,FALSE,english,0,,admin
tf19,"When speakers use connotative words, they risk having the receiver infer a meaning different from what was intended","[True,False]",,TRUE,english,0,,admin
tf20,A sender's credibility is based solely on the content of his or her message,"[True,False]",,FALSE,english,0,,admin
tf21,Outsourcing moves part or all of the business processes to a service provider,"[True,False]",,TRUE,english,0,,admin
tf22,Cultural background affects how individuals communicate and how they interpret messages from others,"[True,False]",,TRUE,english,0,,admin
tf23,An understanding of cultures recognizes that cultural backgrounds and experiences influence behavior and communication so it is important to learn certain characteristics of different cultures and apply that to all persons in a particular culture,"[True,False]",,FALSE,english,0,,admin
tf24,People in high-context cultures place high value on productivity and direct communication,"[True,False]",,FALSE,english,0,,admin
tf25,"Although there are many language differences throughout the world, nonverbal signals are basically the same","[True,False]",,FALSE,english,0,,admin
tf26,"The friendly, outgoing competitive, informal American primarily uses the indirect plan of business communication and may not be well received in Asian countries","[True,False]",,FALSE,english,0,,admin
tf27,Some English words may have different meanings in different countries although the native language in these countries may be English,"[True,False]",,TRUE,english,0,,admin
tf28,Ethnocentrism is the inherent belief that one's own cultural values and traditions are correct and superior to other cultures,"[True,False]",,TRUE,english,0,,admin
tf29,"English is the primary language used in conducting multinational business; therefore, current global marketing strategies shape their products and their Web sites to appeal only to the countries where English is the native language","[True,False]",,FALSE,english,0,,admin
tf30,Only women can be victims of sexual harassment,"[True,False]",,FALSE,english,0,,admin
tf31,"Both genders bring strength to the workplace; but, in general, women in the United States tend to use language to create connections and relationships more than men do","[True,False]",,TRUE,english,0,,admin
tf32,Quid pro quo is a term used to describe different cultural beliefs,"[True,False]",,FALSE,english,0,,admin
tf33,Some words and phrases are difficult to translate from one language to another,"[True,False]",,TRUE,english,0,,admin
tf34,Learning about.other cultures lets you categorize individual persons by their culture and know their beliefs and preferences,"[True,False]",,FALSE,english,0,,admin
tf35,"In general, Asian cultural background has favored an indirect style of communication","[True,False]",,TRUE,english,0,,admin
tf36,A global supply chain is a system of moving products or services from supplier to consumers by outsourcing part of the ssupply system to resources from other countries,"[True,False]",,TRUE,english,0,,admin
tf37,"Computer translation software can be used to translate languages; therefore, translators are no longer required to communicate between two languages","[True,False]",,FALSE,english,0,,admin
tf38,Low-context countries generally take a long-term view of time,"[True,False]",,FALSE,english,0,,admin
tf39,"Guidelines for successful business communication in a multinational and global society is to review communication principles, analyze the message receiver, be open to and accepting of other cultures, learn about other cultures and apply what you learn, and consider language needs","[True,False]",,TRUE,english,0,,admin
tf40,Gender and age are two of five core cultural dimensions,"[True,False]",,TRUE,english,0,,admin
tf41,"With technology, collaborative writing may occur as an interactive or an independent act","[True,False]",,TRUE,english,0,,admin
tf42,Ethics are binding rules of conduct enforceable by a governing agency,"[True,False]",,FALSE,english,0,,admin
tf43,"Advances in technology allow individuals to self-select what, when, and where electronic messages are sent and received","[True,False]",,TRUE,english,0,,admin
tf44,"Facebook, LinkedIn, and Ning are examples of social network sites","[True,False]",,TRUE,english,0,,admin
tf45,"Organizations and businesses, as well as individuals, use blogs and wikis","[True,False]",,TRUE,english,0,,admin
tf46,RSS feeds mean a published list of websites,"[True,False]",,FALSE,english,0,,admin
tf47,Hoteling provides alternative office space for mobile workers and provides computer connections and phone service,"[True,False]",,TRUE,english,0,,admin
tf48,Google is a search engine that offers tools and special services for individuals and businesses,"[True,False]",,TRUE,english,0,,admin
tf49,"BlackBerry, Treo, and iPhone are mobile phones that can connect to the Internet","[True,False]",,TRUE,english,0,,admin
tf50,Tweeting is a term for sending messages on MySpace,"[True,False]",,FALSE,english,0,,admin
tf51,Monitoring of e-mail by private employers is not allowed because e-mail is private and such monitoring is an invasion of privacy,"[True,False]",,FALSE,english,0,,admin
tf52,The primary purpose of a wiki is collaborative editing and writing.,"[True,False]",,TRUE,english,0,,admin
tf53,Inappropriate use of e-mail or the Internet at work not only affects productivity but also may create a legal issue or result in loss of the employee's job,"[True,False]",,TRUE,english,0,,admin
tf54,"Once e-mail messages or other computer files are deleted, they cannot be retrieved","[True,False]",,FALSE,english,0,,admin
tf55,"Copyright is a legal protection for the author or owner of written work, art, music, photographs, multimedia, and computer software that controls reproduction, distribution, and sale of copyrighted work","[True,False]",,TRUE,english,0,,admin
tf56,"If you don't see the copyright symbol or the word Copyright followed by the year, you can be certain the material is free of copyright","[True,False]",,FALSE,english,0,,admin
tf57,Unsolicited telephone calls to a person on a no-call list are unethical but not illegal,"[True,False]",,FALSE,english,0,,admin
tf58,Plagiarism is using someone else's ideas or original works and not giving credit to the source,"[True,False]",,TRUE,english,0,,admin
tf59,"Employees should treat e-mail, voice-mail, and other electronic messages that they send as if they will be public knowledge","[True,False]",,TRUE,english,0,,admin
tf60,A federal electronic signature law endorsed contractual arrangements through electronic signatures logically associated with a record and encrypted for privacy,"[True,False]",,TRUE,english,0,,admin
tf61,Search engines may offer selection choices from broad topic categories before entering a term for a specific search,"[True,False]",,TRUE,english,0,,admin
tf62,Fair use means that only the owner of original works of authorship can use them,"[True,False]",,FALSE,english,0,,admin
tf63,"An enforceable contract may result from a letter or signed notes on a napkin if it has these elements: offer and acceptance, competency of parties, legality of subject matter, and consideration (money, motive, or promise exchanged)","[True,False]",,TRUE,english,0,,admin
tf64,"The Civil Rights Act prohibits discrimination in employment for race, color, religion, and physical challenge","[True,False]",,FALSE,english,0,,admin
tf65,A bona fide occupational qualification (BFOQ) is an essential job function that can legally be required for hiring of applicants,"[True,False]",,TRUE,english,0,,admin
tf66,The two most valuable resources for the business communicator are a dictionary and a thesaurus.,"[True,False]",,TRUE,english,0,,admin
tf67,A specialized dictionary is one that shows special symbols for word pronounciation.,"[True,False]",,FALSE,english,0,,admin
tf68,The primary criterion for an understandable word choice for a message is to choose a word that the sender understands,"[True,False]",,FALSE,english,0,,admin
tf69,Technical words are terms with a special meaning in a particular field.,"[True,False]",,TRUE,english,0,,admin
tf70,"Vague or abstract words are indefinite words, but they have a specific meaning that is the same for each receiver of the message","[True,False]",,FALSE,english,0,,admin
tf71,An obsolete word is one that is overused in normal conversation or messages and has lost its effectiveness.,"[True,False]",,FALSE,english,0,,admin
tf72,Sentence unity comes from limiting content to one main idea.,"[True,False]",,TRUE,english,0,,admin
tf73,Long sentences are more effective than short sentences because you can cover more thoughts in one sentence,"[True,False]",,FALSE,english,0,,admin
tf74,Passive voice is preferred in business messages because they avoid use of first-person pronouns.,"[True,False]",,FALSE,english,0,,admin
tf75,One way to emphasize an idea is to tell the receiver what is important,"[True,False]",,TRUE,english,0,,admin
tf76,A long sentence in a business letter is 30 words or longer,"[True,False]",,TRUE,english,0,,admin
tf77,In some situations negative words can be used for emphasis,"[True,False]",,TRUE,english,0,,admin
tf78,There is no place in business messages for weak words,"[True,False]",,FALSE,english,0,,admin
tf79,A strong word will be either an adjective or adverb because both are descriptive words,"[True,False]",,FALSE,english,0,,admin
tf80,"Obsolete words sound formal and, therefore, are appropriate in formal but not informal business communication","[True,False]",,FALSE,english,0,,admin
tf81,"Short sentences are understandable, so your writing should only use sentences with no more than 20 words","[True,False]",,FALSE,english,0,,admin
tf82,"When using sentence structure to give ideas emphasis, place the most important ideas in the dependent clauses.","[True,False]",,FALSE,english,0,,admin
tf83,Repeating key words in sentences is a way of giving emphasis to the ideas represented by those words.,"[True,False]",,TRUE,english,0,,admin
tf84,"Diversity has become widely recognized in business; therefore, the use of unbiased language is no longer an essential consideration in the composition of business messages.","[True,False]",,FALSE,english,0,,admin
tf85,"Generally, the direct plan of paragraph organization is recommended for good news or neutral news.","[True,False]",,TRUE,english,0,,admin
tf86,An advantage of oral messages is that they can be transmitted quickly,"[True,False]",,TRUE,english,0,,admin
tf87,An advantage of a written message is that it is a permanent record that may have legal value.,"[True,False]",,TRUE,english,0,,admin
tf88,Secondary purposes support the main idea in a written message,"[True,False]",,TRUE,english,0,,admin
tf89,Memos may have an internal or external audience.,"[True,False]",,FALSE,english,0,,admin
tf90,The traditional outline method works well when generating ideas and determining how they relate to one another,"[True,False]",,FALSE,english,0,,admin
tf91,Changing writing methods can help overcome writer's block,"[True,False]",,TRUE,english,0,,admin
tf92,Research represents the most common Internet application,"[True,False]",,FALSE,english,0,,admin
tf93,A distribution list may be used when multiple receivers are sent the same e-mail message.,"[True,False]",,TRUE,english,0,,admin
tf94,Blogs are more conversational in tone than a business letter,"[True,False]",,TRUE,english,0,,admin
tf95,A user-friendly web design and effective navigation enhance the credibility of a website.,"[True,False]",,TRUE,english,0,,admin
tf96,The first step in developing a business message is to draft the message,"[True,False]",,FALSE,english,0,,admin
tf97,Message purposes should be established within the framework of the four business communication goals.,"[True,False]",,TRUE,english,0,,admin
tf99,Revising and editing are different names for the same process,"[True,False]",,FALSE,english,0,,admin
tf100,Grammar and spelling errors need not be corrected in business messages sent via e-mail,"[True,False]",,FALSE,english,0,,admin
tf101,Proofreading is done before and after revising and editing,"[True,False]",,TRUE,english,0,,admin
tf102,Business e-mail should be developed using the same three-step plan as other messages,"[True,False]",,TRUE,english,0,,admin
tf103,E-mail is so popular because it affords a high degree of privacy,"[True,False]",,FALSE,english,0,,admin
tf104,A grammar checker detects and corrects grammar and punctuation errors,"[True,False]",,FALSE,english,0,,admin
tf105,A message with long words and sentences may have a high readability level even if the words are familiar and the sentences are easy to understand,"[True,False]",,TRUE,english,0,,admin
tf106,"All computer programs are not compatible when it comes to attachments, and some e-mail programs donï¿½t support multiple attachments","[True,False]",,TRUE,english,0,,admin
tf107,Use emoticons in business e-mail to give personality to your messages,"[True,False]",,FALSE,english,0,,admin
tf108,The most important information in an e-mail should be the opening sentence or paragraph.,"[True,False]",,TRUE,english,0,,admin
tf109,"If you inadvertently send an e-mail before you are ready, it is easy to retrieve or cancel the e-mail","[True,False]",,FALSE,english,0,,admin
tf110,Format and style of a message vary with the audience,"[True,False]",,FALSE,english,0,,admin
tf111,The revision stage allows the writer to make changes that add strength and distinctiveness to the message,"[True,False]",,TRUE,english,0,,admin
tf112,A thesaurus suggests alternatives or antonyms for words in a message,"[True,False]",,FALSE,english,0,,admin
tf113,"Readability formulas assess the sentence length, complexity of sentence structure, and the number of syllables or characters in words","[True,False]",,TRUE,english,0,,admin
tf114,The feature of e-mail is used to ensure receiversï¿½Ee-mail addresses are not made public,"[True,False]",,FALSE,english,0,,admin
tf115,"Websites need regular maintenance; at a minimum, semi-annual updates to a website should be made.","[True,False]",,FALSE,english,0,,admin
tf116,The impression a message makes is based solely on its content,"[True,False]",,FALSE,english,0,,admin
tf117,A letter may be used for formal communication between an organization and its employees.,"[True,False]",,TRUE,english,0,,admin
tf118,06/03/2011 is an acceptable format for the date in a letter from an organization to one of its customers,"[True,False]",,FALSE,english,0,,admin
tf119,Letterhead stationery should be used for all pages of a letter,"[True,False]",,FALSE,english,0,,admin
tf120,The complimentary close Respectfully is too formal to use with the salutation Dear Rob.,"[True,False]",,TRUE,english,0,,admin
tf121,"Addressee and delivery notations are placed on an envelope, but not on a letter.","[True,False]",,FALSE,english,0,,admin
tf122,A subject line is considered part of the letter body.,"[True,False]",,TRUE,english,0,,admin
tf123,The trend in business writing is to place the receiver's name in an attention line rather than keying it as the first line of the inside address,"[True,False]",,FALSE,english,0,,admin
tf124,An enclosure notation alerts the receiver that something has been included with the letter.,"[True,False]",,TRUE,english,0,,admin
tf125,The notation bcc stands for business courtesy copy.,"[True,False]",,FALSE,english,0,,admin
tf126,A postscript may be keyed or handwritten.,"[True,False]",,TRUE,english,0,,admin
tf127,"Mixed punctuation means the salutation is followed by a colon, and the complimentary close has no punctuation","[True,False]",,FALSE,english,0,,admin
tf128,"In a personal business letter, the date is keyed directly below the writer's return address.","[True,False]",,TRUE,english,0,,admin
tf129,"Although the language in which a letter is written may vary from country to country, the formats used for letter are standard worldwide","[True,False]",,FALSE,english,0,,admin
tf130,REGISTERED MAIL is an addressee notation,"[True,False]",,FALSE,english,0,,admin
tf131,The spacing used for the body of a memo is the same as that used in a full-block letter.,"[True,False]",,TRUE,english,0,,admin
tf132,"Using a greeting before and a signature after the text of an e-mail message is a function of style, not a format requirement","[True,False]",,TRUE,english,0,,admin
tf133,The difference between executive letterhead stationery and standard letterhead stationery is the quality of the paper.,"[True,False]",,FALSE,english,0,,admin
